-0.00381649,-0.0796699,-0.019072,7.74748e+08,1.6173e+10,3.87162e+09
-0.0322979,-0.249461,-0.01089,5.03354e+08,3.88778e+09,1.69718e+08
0.067577,-0.810356,-0.00684857,-4.46808e+07,5.35794e+08,4.52816e+06
-0.152755,0.276704,-0.00270386,1.32823e+09,-2.40598e+09,2.35105e+07
-0.216623,0.150557,-0.00275497,2.99907e+09,-2.08441e+09,3.81416e+07
-0.147136,0.222505,-0.00634604,1.97908e+09,-2.99284e+09,8.53585e+07
0.306087,-0.0953707,0.00054291,-2.56478e+09,7.99134e+08,-4.54917e+06
0.375745,0.0819952,-0.0157416,-1.94466e+09,-4.24365e+08,8.14705e+07
0.188614,0.100585,0.00672754,-4.4175e+09,-2.35578e+09,-1.57565e+08
0.187356,0.0129941,-0.0126593,-5.99103e+09,-4.15509e+08,4.04803e+08
0.00573873,0.00370372,0.00378552,-4.24574e+10,-2.74016e+10,-2.80068e+10
-0.0224956,0.00414837,0.0118186,3.45559e+10,-6.37239e+09,-1.81548e+10
0.0416529,-0.00964731,0.0264767,-2.14384e+10,4.9654e+09,-1.36274e+10
-0.0858047,-0.0563744,-0.0370489,9.57037e+09,6.28781e+09,4.13231e+09
-0.105965,0.0028488,-0.0208881,1.20821e+10,-3.2482e+08,2.38166e+09
-0.0521729,-0.00051245,-0.0172573,2.28811e+10,2.24742e+08,7.56841e+09
-0.0744104,-0.0542217,0.194509,1.71622e+09,1.25058e+09,-4.48619e+09
-0.00147001,-0.00428272,-0.011606,6.13582e+09,1.78761e+10,4.84434e+10
-0.374233,0.307983,-0.762854,1.83447e+08,-1.50971e+08,3.73946e+08
-0.00201666,0.0035617,-0.0191706,4.59639e+09,-8.11785e+09,4.36938e+10
-0.88645,-0.417425,-0.316186,2.9975e+08,1.41151e+08,1.06917e+08
-0.017843,0.027741,-0.00454603,1.84224e+10,-2.86417e+10,4.69364e+09
-0.874924,-0.136411,0.209164,4.2081e+08,6.56092e+07,-1.00601e+08
-0.202099,-0.155854,-0.00322557,3.04293e+09,2.34664e+09,4.85662e+07
0.0547409,-0.116694,-0.0178097,-4.14212e+09,8.82997e+09,1.34762e+09
0.0288344,0.0251504,-0.037282,-1.33135e+10,-1.16126e+10,1.7214e+10
0.0186043,0.0121078,-0.0717393,-4.50496e+09,-2.93186e+09,1.73714e+10
-0.00705009,-0.0190655,0.0179712,1.00086e+10,2.70662e+10,-2.55127e+10
-0.0892687,-0.0520328,0.0721299,7.25844e+09,4.23079e+09,-5.86489e+09
0.124951,-0.192895,-0.118692,-1.81873e+09,2.80769e+09,1.72763e+09
0.00205994,-0.0147626,-0.0490292,-1.02517e+09,7.34691e+09,2.44004e+10
-0.556376,-1.08665,-0.809338,6.81687e+07,1.33139e+08,9.91623e+07
-0.124754,-0.684501,2.06772,4.78371e+06,2.62473e+07,-7.9287e+07
-0.467069,-0.674818,0.448793,2.07648e+08,3.00008e+08,-1.99523e+08
-0.0163106,0.0192249,0.471549,4.87083e+07,-5.74113e+07,-1.40819e+09
-0.0511982,0.00490439,-0.0569029,1.1887e+10,-1.13868e+09,1.32115e+10
-0.0668845,0.00525064,0.0253117,1.77368e+10,-1.39239e+09,-6.71229e+09
-0.0642506,-0.0624635,0.0273203,9.91969e+09,9.64378e+09,-4.218e+09
-0.374138,-0.159299,0.451253,5.59758e+08,2.38332e+08,-6.75132e+08
