-0.00381649,-0.0796699,-0.019072,6.03454e+08,1.66837e+10,3.25131e+09
-0.0322979,-0.249461,-0.01089,5.22986e+08,3.78711e+09,7.40966e+07
0.067577,-0.810356,-0.00684857,-4.22496e+07,5.34319e+08,1.92388e+06
-0.152755,0.276704,-0.00270386,1.25323e+09,-2.40458e+09,7.81607e+07
-0.216623,0.150557,-0.00275497,2.96633e+09,-2.15497e+09,8.38065e+07
-0.147136,0.222505,-0.00634604,1.98267e+09,-2.93032e+09,8.16586e+07
0.306087,-0.0953707,0.00054291,-2.59857e+09,6.71555e+08,4.64039e+07
0.375745,0.0819952,-0.0157416,-1.95612e+09,-4.20117e+08,8.93531e+07
0.188614,0.100585,0.00672754,-4.35081e+09,-2.29046e+09,-3.08297e+08
0.187356,0.0129941,-0.0126593,-6.09283e+09,-4.31818e+08,4.94414e+08
0.00573873,0.00370372,0.00378552,-4.89002e+10,-4.68536e+10,-1.31105e+10
-0.0224956,0.00414837,0.0118186,3.11951e+10,-1.24844e+10,-1.94929e+10
0.0416529,-0.00964731,0.0264767,-2.12275e+10,5.86573e+09,-1.37471e+10
-0.0858047,-0.0563744,-0.0370489,9.55904e+09,7.4445e+09,4.41403e+09
-0.105965,0.0028488,-0.0208881,1.20113e+10,-2.85718e+08,2.38083e+09
-0.0521729,-0.00051245,-0.0172573,2.10053e+10,-2.35782e+08,3.98845e+09
-0.0744104,-0.0542217,0.194509,1.75681e+09,1.14219e+09,-4.5006e+09
-0.00147001,-0.00428272,-0.011606,7.65914e+09,1.76318e+10,5.25697e+10
-0.374233,0.307983,-0.762854,1.79992e+08,-1.48841e+08,3.77016e+08
-0.00201666,0.0035617,-0.0191706,3.0735e+09,-8.75704e+09,4.92437e+10
-0.88645,-0.417425,-0.316186,3.01409e+08,1.40924e+08,1.09364e+08
-0.017843,0.027741,-0.00454603,1.95692e+10,-2.86988e+10,4.64728e+09
-0.874924,-0.136411,0.209164,4.22269e+08,6.72253e+07,-9.98504e+07
-0.202099,-0.155854,-0.00322557,3.02451e+09,2.23905e+09,-5.36371e+07
0.0547409,-0.116694,-0.0178097,-4.0513e+09,8.78978e+09,1.24081e+09
0.0288344,0.0251504,-0.037282,-1.26033e+10,-1.29394e+10,1.90709e+10
